,RegionName,RegionID,SizeRank,Date,value
4283,"College Station, TX",394483,192,2017-06,1384
4284,United States,102001,0,2017-07,1519
4285,"New York, NY",394913,1,2017-07,5255
4286,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2017-07,2169
4287,"Chicago, IL",394463,3,2017-07,1549
4288,"Dallas-Fort Worth, TX",394514,4,2017-07,1313
4289,"Philadelphia, PA",394974,5,2017-07,1455
4290,"Houston, TX",394692,6,2017-07,1276
4291,"Washington, DC",395209,7,2017-07,1879
4292,"Miami-Fort Lauderdale, FL",394856,8,2017-07,1807
4293,"Atlanta, GA",394347,9,2017-07,1293
4294,"Boston, MA",394404,10,2017-07,2432
4295,"San Francisco, CA",395057,11,2017-07,2908
4296,"Detroit, MI",394532,12,2017-07,1082
4297,"Riverside, CA",395025,13,2017-07,1691
4298,"Phoenix, AZ",394976,14,2017-07,1155
4299,"Seattle, WA",395078,15,2017-07,1757
4300,"Minneapolis-St Paul, MN",394865,16,2017-07,1352
4301,"San Diego, CA",395056,17,2017-07,2079
4302,"St. Louis, MO",395121,18,2017-07,994
4303,"Tampa, FL",395148,19,2017-07,1304
4304,"Baltimore, MD",394358,20,2017-07,1503
4305,"Denver, CO",394530,21,2017-07,1541
4306,"Pittsburgh, PA",394982,22,2017-07,1092
4307,"Portland, OR",394998,23,2017-07,1466
4308,"Charlotte, NC",394458,24,2017-07,1252
4309,"Sacramento, CA",395045,25,2017-07,1618
4310,"San Antonio, TX",395055,26,2017-07,1082
4311,"Orlando, FL",394943,27,2017-07,1375
4312,"Cincinnati, OH",394466,28,2017-07,1068
4313,"Cleveland, OH",394475,29,2017-07,1012
4314,"Kansas City, MO",394735,30,2017-07,1012
4315,"Las Vegas, NV",394775,31,2017-07,1164
4316,"Columbus, OH",394492,32,2017-07,1063
4317,"Indianapolis, IN",394705,33,2017-07,1053
4318,"San Jose, CA",395059,34,2017-07,2865
4319,"Austin, TX",394355,35,2017-07,1336
4320,"Virginia Beach, VA",395194,36,2017-07,1210
4321,"Nashville, TN",394902,37,2017-07,1369
4322,"Providence, RI",395005,38,2017-07,1331
4323,"Milwaukee, WI",394862,39,2017-07,1030
4324,"Jacksonville, FL",394714,40,2017-07,1197
4325,"Memphis, TN",394849,41,2017-07,1069
4326,"Oklahoma City, OK",394935,42,2017-07,1011
4327,"Louisville-Jefferson County, KY",394807,43,2017-07,972
4328,"Hartford, CT",394669,44,2017-07,1319
4329,"Richmond, VA",395022,45,2017-07,1177
4330,"New Orleans, LA",394910,46,2017-07,1148
4331,"Buffalo, NY",394425,47,2017-07,922
4332,"Raleigh, NC",395012,48,2017-07,1265
4333,"Birmingham, AL",394388,49,2017-07,1046
4334,"Salt Lake City, UT",395053,50,2017-07,1203
4335,"Rochester, NY",395031,51,2017-07,1035
4336,"Grand Rapids, MI",394640,52,2017-07,1100
4337,"Tucson, AZ",395167,53,2017-07,1029
4338,"Urban Honolulu, HI",753924,54,2017-07,2259
4339,"Tulsa, OK",395169,55,2017-07,948
4340,"Fresno, CA",394619,56,2017-07,1306
4341,"Worcester, MA",395238,57,2017-07,1286
4342,"Stamford, CT",394415,58,2017-07,2055
4343,"Albuquerque, NM",394312,59,2017-07,1002
4344,"Albany, NY",394308,60,2017-07,1146
4345,"Omaha, NE",394938,61,2017-07,942
4346,"New Haven, CT",394908,62,2017-07,1407
4347,"Bakersfield, CA",394357,63,2017-07,1107
4348,"Knoxville, TN",394753,64,2017-07,1040
4349,"Greenville, SC",394653,65,2017-07,1059
4350,"Ventura, CA",394952,66,2017-07,2251
4351,"Allentown, PA",394318,67,2017-07,1278
4352,"El Paso, TX",394561,68,2017-07,994
4353,"Baton Rouge, LA",394367,69,2017-07,1151
4354,"Dayton, OH",394521,70,2017-07,901
4355,"McAllen, TX",394843,71,2017-07,845
4356,"Columbia, SC",394486,72,2017-07,1034
4357,"Greensboro, NC",394648,73,2017-07,1039
4358,"Akron, OH",394304,74,2017-07,869
4359,"North Port-Sarasota-Bradenton, FL",753906,75,2017-07,1456
4360,"Little Rock, AR",394798,76,2017-07,822
4361,"Stockton, CA",395134,77,2017-07,1774
4362,"Charleston, SC",394457,78,2017-07,1346
4363,"Syracuse, NY",395143,79,2017-07,1048
4364,"Colorado Springs, CO",394484,80,2017-07,1267
4365,"Winston-Salem, NC",395235,81,2017-07,1168
4366,"Wichita, KS",395224,82,2017-07,776
4367,"Springfield, MA",395115,83,2017-07,1349
4368,"Fort Myers, FL",394440,84,2017-07,1270
4369,"Boise City, ID",394399,85,2017-07,1169
4370,"Toledo, OH",395160,86,2017-07,895
4371,"Madison, WI",394816,87,2017-07,1130
4372,"Lakeland, FL",394766,88,2017-07,1196
4373,"Ogden, UT",394931,89,2017-07,1125
4374,"Daytona Beach, FL",394528,90,2017-07,1221
4375,"Des Moines, IA",394531,91,2017-07,1066
4376,"Jackson, MS",394711,92,2017-07,1153
4377,"Youngstown, OH",395245,93,2017-07,663
4378,"Augusta, GA",394352,94,2017-07,969
4379,"Scranton, PA",395075,95,2017-07,888
4380,"Harrisburg, PA",394666,96,2017-07,1021
4381,"Melbourne, FL",394957,97,2017-07,1206
4382,"Spokane, WA",395113,99,2017-07,1038
4383,"Provo, UT",395006,100,2017-07,1191
4384,"Killeen, TX",394746,128,2017-07,901
4385,"College Station, TX",394483,192,2017-07,1384
4386,United States,102001,0,2017-08,1523
4387,"New York, NY",394913,1,2017-08,5261
4388,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2017-08,2177
4389,"Chicago, IL",394463,3,2017-08,1551
4390,"Dallas-Fort Worth, TX",394514,4,2017-08,1317
4391,"Philadelphia, PA",394974,5,2017-08,1458
4392,"Houston, TX",394692,6,2017-08,1280
4393,"Washington, DC",395209,7,2017-08,1881
4394,"Miami-Fort Lauderdale, FL",394856,8,2017-08,1811
4395,"Atlanta, GA",394347,9,2017-08,1299
4396,"Boston, MA",394404,10,2017-08,2438
4397,"San Francisco, CA",395057,11,2017-08,2917
4398,"Detroit, MI",394532,12,2017-08,1085
4399,"Riverside, CA",395025,13,2017-08,1699
4400,"Phoenix, AZ",394976,14,2017-08,1160
4401,"Seattle, WA",395078,15,2017-08,1763
4402,"Minneapolis-St Paul, MN",394865,16,2017-08,1356
4403,"San Diego, CA",395056,17,2017-08,2087
4404,"St. Louis, MO",395121,18,2017-08,996
4405,"Tampa, FL",395148,19,2017-08,1310
4406,"Baltimore, MD",394358,20,2017-08,1504
4407,"Denver, CO",394530,21,2017-08,1545
4408,"Pittsburgh, PA",394982,22,2017-08,1094
4409,"Portland, OR",394998,23,2017-08,1469
4410,"Charlotte, NC",394458,24,2017-08,1256
4411,"Sacramento, CA",395045,25,2017-08,1627
4412,"San Antonio, TX",395055,26,2017-08,1084
4413,"Orlando, FL",394943,27,2017-08,1382
4414,"Cincinnati, OH",394466,28,2017-08,1071
4415,"Cleveland, OH",394475,29,2017-08,1014
4416,"Kansas City, MO",394735,30,2017-08,1015
4417,"Las Vegas, NV",394775,31,2017-08,1170
4418,"Columbus, OH",394492,32,2017-08,1067
4419,"Indianapolis, IN",394705,33,2017-08,1056
4420,"San Jose, CA",395059,34,2017-08,2873
4421,"Austin, TX",394355,35,2017-08,1337
4422,"Virginia Beach, VA",395194,36,2017-08,1211
4423,"Nashville, TN",394902,37,2017-08,1372
4424,"Providence, RI",395005,38,2017-08,1335
4425,"Milwaukee, WI",394862,39,2017-08,1032
4426,"Jacksonville, FL",394714,40,2017-08,1201
4427,"Memphis, TN",394849,41,2017-08,1071
4428,"Oklahoma City, OK",394935,42,2017-08,1012
4429,"Louisville-Jefferson County, KY",394807,43,2017-08,974
4430,"Hartford, CT",394669,44,2017-08,1321
4431,"Richmond, VA",395022,45,2017-08,1180
4432,"New Orleans, LA",394910,46,2017-08,1149
4433,"Buffalo, NY",394425,47,2017-08,924
4434,"Raleigh, NC",395012,48,2017-08,1268
4435,"Birmingham, AL",394388,49,2017-08,1049
4436,"Salt Lake City, UT",395053,50,2017-08,1208
4437,"Rochester, NY",395031,51,2017-08,1037
4438,"Grand Rapids, MI",394640,52,2017-08,1105
4439,"Tucson, AZ",395167,53,2017-08,1033
4440,"Urban Honolulu, HI",753924,54,2017-08,2261
4441,"Tulsa, OK",395169,55,2017-08,949
4442,"Fresno, CA",394619,56,2017-08,1312
4443,"Worcester, MA",395238,57,2017-08,1290
4444,"Stamford, CT",394415,58,2017-08,2058
4445,"Albuquerque, NM",394312,59,2017-08,1005
4446,"Albany, NY",394308,60,2017-08,1148
4447,"Omaha, NE",394938,61,2017-08,944
4448,"New Haven, CT",394908,62,2017-08,1410
4449,"Bakersfield, CA",394357,63,2017-08,1110
4450,"Knoxville, TN",394753,64,2017-08,1044
4451,"Greenville, SC",394653,65,2017-08,1062
4452,"Ventura, CA",394952,66,2017-08,2259
4453,"Allentown, PA",394318,67,2017-08,1281
4454,"El Paso, TX",394561,68,2017-08,994
4455,"Baton Rouge, LA",394367,69,2017-08,1150
4456,"Dayton, OH",394521,70,2017-08,904
4457,"McAllen, TX",394843,71,2017-08,846
4458,"Columbia, SC",394486,72,2017-08,1036
4459,"Greensboro, NC",394648,73,2017-08,1041
4460,"Akron, OH",394304,74,2017-08,871
4461,"North Port-Sarasota-Bradenton, FL",753906,75,2017-08,1460
4462,"Little Rock, AR",394798,76,2017-08,822
4463,"Stockton, CA",395134,77,2017-08,1784
4464,"Charleston, SC",394457,78,2017-08,1350
4465,"Syracuse, NY",395143,79,2017-08,1052
4466,"Colorado Springs, CO",394484,80,2017-08,1273
4467,"Winston-Salem, NC",395235,81,2017-08,1172
4468,"Wichita, KS",395224,82,2017-08,777
4469,"Springfield, MA",395115,83,2017-08,1353
4470,"Fort Myers, FL",394440,84,2017-08,1274
4471,"Boise City, ID",394399,85,2017-08,1176
4472,"Toledo, OH",395160,86,2017-08,897
4473,"Madison, WI",394816,87,2017-08,1132
4474,"Lakeland, FL",394766,88,2017-08,1201
4475,"Ogden, UT",394931,89,2017-08,1131
4476,"Daytona Beach, FL",394528,90,2017-08,1228
4477,"Des Moines, IA",394531,91,2017-08,1066
4478,"Jackson, MS",394711,92,2017-08,1154
4479,"Youngstown, OH",395245,93,2017-08,664
4480,"Augusta, GA",394352,94,2017-08,971
4481,"Scranton, PA",395075,95,2017-08,888
4482,"Harrisburg, PA",394666,96,2017-08,1023
4483,"Melbourne, FL",394957,97,2017-08,1212
4484,"Spokane, WA",395113,99,2017-08,1043
4485,"Provo, UT",395006,100,2017-08,1196
4486,"Killeen, TX",394746,128,2017-08,903
4487,"College Station, TX",394483,192,2017-08,1383
4488,United States,102001,0,2017-09,1527
4489,"New York, NY",394913,1,2017-09,5266
4490,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2017-09,2185
4491,"Chicago, IL",394463,3,2017-09,1554
4492,"Dallas-Fort Worth, TX",394514,4,2017-09,1321
4493,"Philadelphia, PA",394974,5,2017-09,1461
4494,"Houston, TX",394692,6,2017-09,1284
4495,"Washington, DC",395209,7,2017-09,1883
4496,"Miami-Fort Lauderdale, FL",394856,8,2017-09,1815
4497,"Atlanta, GA",394347,9,2017-09,1306
4498,"Boston, MA",394404,10,2017-09,2443
4499,"San Francisco, CA",395057,11,2017-09,2925
4500,"Detroit, MI",394532,12,2017-09,1089
4501,"Riverside, CA",395025,13,2017-09,1707
4502,"Phoenix, AZ",394976,14,2017-09,1166
4503,"Seattle, WA",395078,15,2017-09,1769
4504,"Minneapolis-St Paul, MN",394865,16,2017-09,1361
4505,"San Diego, CA",395056,17,2017-09,2096
4506,"St. Louis, MO",395121,18,2017-09,998
4507,"Tampa, FL",395148,19,2017-09,1315
4508,"Baltimore, MD",394358,20,2017-09,1505
4509,"Denver, CO",394530,21,2017-09,1550
4510,"Pittsburgh, PA",394982,22,2017-09,1096
4511,"Portland, OR",394998,23,2017-09,1472
4512,"Charlotte, NC",394458,24,2017-09,1261
4513,"Sacramento, CA",395045,25,2017-09,1636
4514,"San Antonio, TX",395055,26,2017-09,1086
4515,"Orlando, FL",394943,27,2017-09,1389
4516,"Cincinnati, OH",394466,28,2017-09,1074
4517,"Cleveland, OH",394475,29,2017-09,1016
4518,"Kansas City, MO",394735,30,2017-09,1018
4519,"Las Vegas, NV",394775,31,2017-09,1176
4520,"Columbus, OH",394492,32,2017-09,1071
4521,"Indianapolis, IN",394705,33,2017-09,1060
4522,"San Jose, CA",395059,34,2017-09,2882
4523,"Austin, TX",394355,35,2017-09,1338
4524,"Virginia Beach, VA",395194,36,2017-09,1213
4525,"Nashville, TN",394902,37,2017-09,1376
4526,"Providence, RI",395005,38,2017-09,1340
4527,"Milwaukee, WI",394862,39,2017-09,1033
4528,"Jacksonville, FL",394714,40,2017-09,1206
4529,"Memphis, TN",394849,41,2017-09,1074
4530,"Oklahoma City, OK",394935,42,2017-09,1014
4531,"Louisville-Jefferson County, KY",394807,43,2017-09,976
4532,"Hartford, CT",394669,44,2017-09,1323
4533,"Richmond, VA",395022,45,2017-09,1184
4534,"New Orleans, LA",394910,46,2017-09,1149
4535,"Buffalo, NY",394425,47,2017-09,926
4536,"Raleigh, NC",395012,48,2017-09,1271
4537,"Birmingham, AL",394388,49,2017-09,1051
4538,"Salt Lake City, UT",395053,50,2017-09,1213
4539,"Rochester, NY",395031,51,2017-09,1040
4540,"Grand Rapids, MI",394640,52,2017-09,1109
4541,"Tucson, AZ",395167,53,2017-09,1037
4542,"Urban Honolulu, HI",753924,54,2017-09,2264
4543,"Tulsa, OK",395169,55,2017-09,950
4544,"Fresno, CA",394619,56,2017-09,1318
4545,"Worcester, MA",395238,57,2017-09,1295
4546,"Stamford, CT",394415,58,2017-09,2061
4547,"Albuquerque, NM",394312,59,2017-09,1007
4548,"Albany, NY",394308,60,2017-09,1149
4549,"Omaha, NE",394938,61,2017-09,946
4550,"New Haven, CT",394908,62,2017-09,1413
4551,"Bakersfield, CA",394357,63,2017-09,1114
4552,"Knoxville, TN",394753,64,2017-09,1047
4553,"Greenville, SC",394653,65,2017-09,1065
4554,"Ventura, CA",394952,66,2017-09,2266
4555,"Allentown, PA",394318,67,2017-09,1284
4556,"El Paso, TX",394561,68,2017-09,995
4557,"Baton Rouge, LA",394367,69,2017-09,1149
4558,"Dayton, OH",394521,70,2017-09,907
4559,"McAllen, TX",394843,71,2017-09,847
4560,"Columbia, SC",394486,72,2017-09,1039
4561,"Greensboro, NC",394648,73,2017-09,1043
4562,"Akron, OH",394304,74,2017-09,872
4563,"North Port-Sarasota-Bradenton, FL",753906,75,2017-09,1463
4564,"Little Rock, AR",394798,76,2017-09,823
4565,"Stockton, CA",395134,77,2017-09,1793
4566,"Charleston, SC",394457,78,2017-09,1355
4567,"Syracuse, NY",395143,79,2017-09,1055
4568,"Colorado Springs, CO",394484,80,2017-09,1280
4569,"Winston-Salem, NC",395235,81,2017-09,1176
4570,"Wichita, KS",395224,82,2017-09,778
4571,"Springfield, MA",395115,83,2017-09,1357
4572,"Fort Myers, FL",394440,84,2017-09,1278
4573,"Boise City, ID",394399,85,2017-09,1183
4574,"Toledo, OH",395160,86,2017-09,900
4575,"Madison, WI",394816,87,2017-09,1134
4576,"Lakeland, FL",394766,88,2017-09,1206
4577,"Ogden, UT",394931,89,2017-09,1136
4578,"Daytona Beach, FL",394528,90,2017-09,1234
4579,"Des Moines, IA",394531,91,2017-09,1066
4580,"Jackson, MS",394711,92,2017-09,1155
4581,"Youngstown, OH",395245,93,2017-09,665
4582,"Augusta, GA",394352,94,2017-09,974
4583,"Scranton, PA",395075,95,2017-09,889
4584,"Harrisburg, PA",394666,96,2017-09,1024
4585,"Melbourne, FL",394957,97,2017-09,1219
4586,"Spokane, WA",395113,99,2017-09,1048
4587,"Provo, UT",395006,100,2017-09,1201
4588,"Killeen, TX",394746,128,2017-09,904
4589,"College Station, TX",394483,192,2017-09,1383
4590,United States,102001,0,2017-10,1531
4591,"New York, NY",394913,1,2017-10,5271
4592,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2017-10,2192
4593,"Chicago, IL",394463,3,2017-10,1557
4594,"Dallas-Fort Worth, TX",394514,4,2017-10,1325
4595,"Philadelphia, PA",394974,5,2017-10,1464
4596,"Houston, TX",394692,6,2017-10,1287
4597,"Washington, DC",395209,7,2017-10,1885
4598,"Miami-Fort Lauderdale, FL",394856,8,2017-10,1819
4599,"Atlanta, GA",394347,9,2017-10,1312
4600,"Boston, MA",394404,10,2017-10,2449
4601,"San Francisco, CA",395057,11,2017-10,2933
4602,"Detroit, MI",394532,12,2017-10,1092
4603,"Riverside, CA",395025,13,2017-10,1715
4604,"Phoenix, AZ",394976,14,2017-10,1172
4605,"Seattle, WA",395078,15,2017-10,1775
4606,"Minneapolis-St Paul, MN",394865,16,2017-10,1365
4607,"San Diego, CA",395056,17,2017-10,2104
4608,"St. Louis, MO",395121,18,2017-10,1000
4609,"Tampa, FL",395148,19,2017-10,1320
4610,"Baltimore, MD",394358,20,2017-10,1506
4611,"Denver, CO",394530,21,2017-10,1555
4612,"Pittsburgh, PA",394982,22,2017-10,1098
4613,"Portland, OR",394998,23,2017-10,1475
4614,"Charlotte, NC",394458,24,2017-10,1265
4615,"Sacramento, CA",395045,25,2017-10,1645
4616,"San Antonio, TX",395055,26,2017-10,1088
4617,"Orlando, FL",394943,27,2017-10,1396
4618,"Cincinnati, OH",394466,28,2017-10,1077
4619,"Cleveland, OH",394475,29,2017-10,1017
4620,"Kansas City, MO",394735,30,2017-10,1020
4621,"Las Vegas, NV",394775,31,2017-10,1182
4622,"Columbus, OH",394492,32,2017-10,1076
4623,"Indianapolis, IN",394705,33,2017-10,1063
4624,"San Jose, CA",395059,34,2017-10,2890
4625,"Austin, TX",394355,35,2017-10,1340
4626,"Virginia Beach, VA",395194,36,2017-10,1215
4627,"Nashville, TN",394902,37,2017-10,1379
4628,"Providence, RI",395005,38,2017-10,1345
4629,"Milwaukee, WI",394862,39,2017-10,1035
4630,"Jacksonville, FL",394714,40,2017-10,1211
4631,"Memphis, TN",394849,41,2017-10,1076
4632,"Oklahoma City, OK",394935,42,2017-10,1015
4633,"Louisville-Jefferson County, KY",394807,43,2017-10,979
4634,"Hartford, CT",394669,44,2017-10,1325
4635,"Richmond, VA",395022,45,2017-10,1188
4636,"New Orleans, LA",394910,46,2017-10,1150
4637,"Buffalo, NY",394425,47,2017-10,929
4638,"Raleigh, NC",395012,48,2017-10,1274
4639,"Birmingham, AL",394388,49,2017-10,1053
4640,"Salt Lake City, UT",395053,50,2017-10,1219
4641,"Rochester, NY",395031,51,2017-10,1043
4642,"Grand Rapids, MI",394640,52,2017-10,1114
4643,"Tucson, AZ",395167,53,2017-10,1042
4644,"Urban Honolulu, HI",753924,54,2017-10,2266
4645,"Tulsa, OK",395169,55,2017-10,951
4646,"Fresno, CA",394619,56,2017-10,1324
4647,"Worcester, MA",395238,57,2017-10,1300
4648,"Stamford, CT",394415,58,2017-10,2064
4649,"Albuquerque, NM",394312,59,2017-10,1009
4650,"Albany, NY",394308,60,2017-10,1151
4651,"Omaha, NE",394938,61,2017-10,948
4652,"New Haven, CT",394908,62,2017-10,1416
4653,"Bakersfield, CA",394357,63,2017-10,1117
4654,"Knoxville, TN",394753,64,2017-10,1051
4655,"Greenville, SC",394653,65,2017-10,1068
4656,"Ventura, CA",394952,66,2017-10,2273
4657,"Allentown, PA",394318,67,2017-10,1287
4658,"El Paso, TX",394561,68,2017-10,995
4659,"Baton Rouge, LA",394367,69,2017-10,1148
4660,"Dayton, OH",394521,70,2017-10,910
4661,"McAllen, TX",394843,71,2017-10,848
4662,"Columbia, SC",394486,72,2017-10,1042
4663,"Greensboro, NC",394648,73,2017-10,1045
4664,"Akron, OH",394304,74,2017-10,873
4665,"North Port-Sarasota-Bradenton, FL",753906,75,2017-10,1467
4666,"Little Rock, AR",394798,76,2017-10,824
4667,"Stockton, CA",395134,77,2017-10,1803
4668,"Charleston, SC",394457,78,2017-10,1359
4669,"Syracuse, NY",395143,79,2017-10,1059
4670,"Colorado Springs, CO",394484,80,2017-10,1287
4671,"Winston-Salem, NC",395235,81,2017-10,1180
4672,"Wichita, KS",395224,82,2017-10,778
4673,"Springfield, MA",395115,83,2017-10,1360
4674,"Fort Myers, FL",394440,84,2017-10,1282
4675,"Boise City, ID",394399,85,2017-10,1190
4676,"Toledo, OH",395160,86,2017-10,902
4677,"Madison, WI",394816,87,2017-10,1135
4678,"Lakeland, FL",394766,88,2017-10,1211
4679,"Ogden, UT",394931,89,2017-10,1141
4680,"Daytona Beach, FL",394528,90,2017-10,1240
4681,"Des Moines, IA",394531,91,2017-10,1067
4682,"Jackson, MS",394711,92,2017-10,1157
4683,"Youngstown, OH",395245,93,2017-10,666
4684,"Augusta, GA",394352,94,2017-10,977
4685,"Scranton, PA",395075,95,2017-10,889
4686,"Harrisburg, PA",394666,96,2017-10,1025
4687,"Melbourne, FL",394957,97,2017-10,1226
4688,"Spokane, WA",395113,99,2017-10,1053
4689,"Provo, UT",395006,100,2017-10,1206
4690,"Killeen, TX",394746,128,2017-10,906
4691,"College Station, TX",394483,192,2017-10,1382
4692,United States,102001,0,2017-11,1536
4693,"New York, NY",394913,1,2017-11,5276
4694,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2017-11,2200
4695,"Chicago, IL",394463,3,2017-11,1559
4696,"Dallas-Fort Worth, TX",394514,4,2017-11,1329
4697,"Philadelphia, PA",394974,5,2017-11,1468
4698,"Houston, TX",394692,6,2017-11,1292
4699,"Washington, DC",395209,7,2017-11,1888
4700,"Miami-Fort Lauderdale, FL",394856,8,2017-11,1823
4701,"Atlanta, GA",394347,9,2017-11,1318
4702,"Boston, MA",394404,10,2017-11,2454
4703,"San Francisco, CA",395057,11,2017-11,2940
4704,"Detroit, MI",394532,12,2017-11,1096
4705,"Riverside, CA",395025,13,2017-11,1723
4706,"Phoenix, AZ",394976,14,2017-11,1178
4707,"Seattle, WA",395078,15,2017-11,1780
4708,"Minneapolis-St Paul, MN",394865,16,2017-11,1370
4709,"San Diego, CA",395056,17,2017-11,2112
4710,"St. Louis, MO",395121,18,2017-11,1002
4711,"Tampa, FL",395148,19,2017-11,1326
4712,"Baltimore, MD",394358,20,2017-11,1508
4713,"Denver, CO",394530,21,2017-11,1559
4714,"Pittsburgh, PA",394982,22,2017-11,1101
4715,"Portland, OR",394998,23,2017-11,1478
4716,"Charlotte, NC",394458,24,2017-11,1269
4717,"Sacramento, CA",395045,25,2017-11,1653
4718,"San Antonio, TX",395055,26,2017-11,1090
4719,"Orlando, FL",394943,27,2017-11,1404
4720,"Cincinnati, OH",394466,28,2017-11,1080
4721,"Cleveland, OH",394475,29,2017-11,1020
4722,"Kansas City, MO",394735,30,2017-11,1023
4723,"Las Vegas, NV",394775,31,2017-11,1189
4724,"Columbus, OH",394492,32,2017-11,1080
4725,"Indianapolis, IN",394705,33,2017-11,1067
4726,"San Jose, CA",395059,34,2017-11,2899
4727,"Austin, TX",394355,35,2017-11,1342
4728,"Virginia Beach, VA",395194,36,2017-11,1216
4729,"Nashville, TN",394902,37,2017-11,1382
4730,"Providence, RI",395005,38,2017-11,1350
4731,"Milwaukee, WI",394862,39,2017-11,1037
4732,"Jacksonville, FL",394714,40,2017-11,1216
4733,"Memphis, TN",394849,41,2017-11,1079
4734,"Oklahoma City, OK",394935,42,2017-11,1017
4735,"Louisville-Jefferson County, KY",394807,43,2017-11,981
4736,"Hartford, CT",394669,44,2017-11,1327
4737,"Richmond, VA",395022,45,2017-11,1192
4738,"New Orleans, LA",394910,46,2017-11,1150
4739,"Buffalo, NY",394425,47,2017-11,932
4740,"Raleigh, NC",395012,48,2017-11,1277
4741,"Birmingham, AL",394388,49,2017-11,1056
4742,"Salt Lake City, UT",395053,50,2017-11,1224
4743,"Rochester, NY",395031,51,2017-11,1046
4744,"Grand Rapids, MI",394640,52,2017-11,1118
4745,"Tucson, AZ",395167,53,2017-11,1046
4746,"Urban Honolulu, HI",753924,54,2017-11,2269
4747,"Tulsa, OK",395169,55,2017-11,952
4748,"Fresno, CA",394619,56,2017-11,1330
4749,"Worcester, MA",395238,57,2017-11,1305
4750,"Stamford, CT",394415,58,2017-11,2067
4751,"Albuquerque, NM",394312,59,2017-11,1012
4752,"Albany, NY",394308,60,2017-11,1153
4753,"Omaha, NE",394938,61,2017-11,950
4754,"New Haven, CT",394908,62,2017-11,1419
4755,"Bakersfield, CA",394357,63,2017-11,1120
4756,"Knoxville, TN",394753,64,2017-11,1054
4757,"Greenville, SC",394653,65,2017-11,1071
4758,"Ventura, CA",394952,66,2017-11,2282
4759,"Allentown, PA",394318,67,2017-11,1290
4760,"El Paso, TX",394561,68,2017-11,996
4761,"Baton Rouge, LA",394367,69,2017-11,1148
4762,"Dayton, OH",394521,70,2017-11,913
4763,"McAllen, TX",394843,71,2017-11,849
4764,"Columbia, SC",394486,72,2017-11,1044
4765,"Greensboro, NC",394648,73,2017-11,1048
4766,"Akron, OH",394304,74,2017-11,875
4767,"North Port-Sarasota-Bradenton, FL",753906,75,2017-11,1471
4768,"Little Rock, AR",394798,76,2017-11,824
4769,"Stockton, CA",395134,77,2017-11,1813
4770,"Charleston, SC",394457,78,2017-11,1363
4771,"Syracuse, NY",395143,79,2017-11,1061
4772,"Colorado Springs, CO",394484,80,2017-11,1293
4773,"Winston-Salem, NC",395235,81,2017-11,1184
4774,"Wichita, KS",395224,82,2017-11,779
4775,"Springfield, MA",395115,83,2017-11,1364
4776,"Fort Myers, FL",394440,84,2017-11,1286
4777,"Boise City, ID",394399,85,2017-11,1197
4778,"Toledo, OH",395160,86,2017-11,904
4779,"Madison, WI",394816,87,2017-11,1137
4780,"Lakeland, FL",394766,88,2017-11,1218
4781,"Ogden, UT",394931,89,2017-11,1147
4782,"Daytona Beach, FL",394528,90,2017-11,1247
4783,"Des Moines, IA",394531,91,2017-11,1068
4784,"Jackson, MS",394711,92,2017-11,1157
4785,"Youngstown, OH",395245,93,2017-11,667
4786,"Augusta, GA",394352,94,2017-11,980
4787,"Scranton, PA",395075,95,2017-11,890
4788,"Harrisburg, PA",394666,96,2017-11,1027
4789,"Melbourne, FL",394957,97,2017-11,1233
4790,"Spokane, WA",395113,99,2017-11,1059
4791,"Provo, UT",395006,100,2017-11,1211
4792,"Killeen, TX",394746,128,2017-11,907
4793,"College Station, TX",394483,192,2017-11,1382
4794,United States,102001,0,2017-12,1540
4795,"New York, NY",394913,1,2017-12,5282
4796,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2017-12,2207
4797,"Chicago, IL",394463,3,2017-12,1561
4798,"Dallas-Fort Worth, TX",394514,4,2017-12,1333
4799,"Philadelphia, PA",394974,5,2017-12,1471
4800,"Houston, TX",394692,6,2017-12,1296
4801,"Washington, DC",395209,7,2017-12,1890
4802,"Miami-Fort Lauderdale, FL",394856,8,2017-12,1827
4803,"Atlanta, GA",394347,9,2017-12,1324
4804,"Boston, MA",394404,10,2017-12,2460
4805,"San Francisco, CA",395057,11,2017-12,2948
4806,"Detroit, MI",394532,12,2017-12,1099
4807,"Riverside, CA",395025,13,2017-12,1730
4808,"Phoenix, AZ",394976,14,2017-12,1184
4809,"Seattle, WA",395078,15,2017-12,1785
4810,"Minneapolis-St Paul, MN",394865,16,2017-12,1375
4811,"San Diego, CA",395056,17,2017-12,2120
4812,"St. Louis, MO",395121,18,2017-12,1003
4813,"Tampa, FL",395148,19,2017-12,1332
4814,"Baltimore, MD",394358,20,2017-12,1509
4815,"Denver, CO",394530,21,2017-12,1564
4816,"Pittsburgh, PA",394982,22,2017-12,1103
4817,"Portland, OR",394998,23,2017-12,1481
4818,"Charlotte, NC",394458,24,2017-12,1273
4819,"Sacramento, CA",395045,25,2017-12,1662
4820,"San Antonio, TX",395055,26,2017-12,1093
